                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                0.75148,                0.38668,                0.87057,                0.99335,                0.99335,                0.99478,                 0.8601,                0.59917,                0.31617,                0.86392,               0.006436,               0.006436,               0.006436
                     38,                0.73257,                0.39017,                0.87817,                0.99314,                0.99387,                0.99489,                0.83858,                0.68601,                0.34768,                0.88405,               0.006337,               0.006337,               0.006337
                     39,                0.74381,                0.37834,                0.87034,                0.99171,                0.99438,                0.99489,                0.82997,                0.71598,                 0.3286,                0.89353,               0.006238,               0.006238,               0.006238
                     40,                0.71455,                0.36433,                0.87485,                0.99235,                0.99485,                0.99492,                0.82822,                0.72049,                 0.3379,                 0.8934,               0.006139,               0.006139,               0.006139
                     41,                0.71913,                0.35996,                0.87522,                0.99118,                0.99438,                0.99493,                0.83011,                0.71095,                0.32202,                0.88866,                0.00604,                0.00604,                0.00604
                     42,                0.70077,                0.35285,                 0.8666,                0.99336,                0.99382,                0.99493,                0.84453,                0.66744,                0.30701,                0.87773,               0.005941,               0.005941,               0.005941
                     43,                0.70171,                0.35725,                0.86478,                0.99235,                0.99433,                0.99496,                 0.8567,                0.62429,                0.29165,                0.86881,               0.005842,               0.005842,               0.005842
                     44,                0.70498,                0.35068,                0.87052,                0.99487,                0.99115,                0.99494,                0.84372,                0.67553,                0.29834,                0.88255,               0.005743,               0.005743,               0.005743
                     45,                0.71146,                0.35653,                0.86703,                0.99285,                 0.9938,                0.99493,                 0.8499,                0.64945,                 0.3021,                0.87447,               0.005644,               0.005644,               0.005644
                     46,                0.69065,                0.37179,                0.86642,                0.99386,                0.99335,                0.99494,                0.86306,                0.62818,                 0.3167,                0.86852,               0.005545,               0.005545,               0.005545
                     47,                0.67367,                0.35147,                0.87137,                0.99267,                0.99335,                0.99495,                0.86536,                0.62389,                0.31313,                0.86725,               0.005446,               0.005446,               0.005446
                     48,                0.67339,                0.36121,                0.85819,                0.99537,                0.98867,                0.99482,                0.87246,                0.59936,                0.30851,                0.86219,               0.005347,               0.005347,               0.005347
                     49,                0.64986,                0.34461,                0.86494,                 0.9926,                0.99284,                0.99495,                0.87049,                0.60412,                0.29972,                0.86317,               0.005248,               0.005248,               0.005248
                     50,                0.68547,                0.35701,                0.86425,                0.99588,                 0.9897,                0.99494,                 0.8772,                0.57907,                 0.2941,                0.85698,               0.005149,               0.005149,               0.005149
                     51,                0.65443,                0.34382,                0.86011,                 0.9964,                0.99156,                0.99494,                0.86948,                0.59346,                0.29158,                0.86025,                0.00505,                0.00505,                0.00505
                     52,                0.65333,                0.33579,                0.85764,                0.99317,                0.99335,                0.99475,                0.87976,                0.55342,                 0.2783,                0.85002,               0.004951,               0.004951,               0.004951
                     53,                0.67164,                0.35728,                0.84668,                0.99437,                0.99408,                0.99474,                 0.8802,                0.54599,                0.27952,                0.84859,               0.004852,               0.004852,               0.004852
                     54,                0.68238,                0.35619,                 0.8779,                0.99398,                0.99387,                 0.9947,                0.87427,                0.56728,                0.28324,                0.85322,               0.004753,               0.004753,               0.004753
                     55,                0.68305,                0.33989,                0.86183,                0.99234,                0.99328,                0.99479,                0.86588,                0.60513,                 0.2784,                0.86362,               0.004654,               0.004654,               0.004654
                     56,                0.67256,                0.33607,                0.86966,                0.99289,                0.99182,                0.99483,                0.86351,                 0.6083,                0.28062,                0.86521,               0.004555,               0.004555,               0.004555
                     57,                0.64852,                0.32332,                0.85735,                0.99413,                0.98978,                0.99485,                0.86944,                0.58181,                0.26531,                 0.8567,               0.004456,               0.004456,               0.004456
                     58,                0.62879,                0.32282,                0.84708,                0.99352,                0.99284,                0.99489,                0.87526,                 0.5565,                0.27367,                0.85065,               0.004357,               0.004357,               0.004357
                     59,                0.63079,                0.33572,                0.84629,                0.99399,                0.99233,                 0.9949,                0.87829,                0.55412,                0.28833,                0.84906,               0.004258,               0.004258,               0.004258
                     60,                0.63187,                 0.3341,                0.85549,                0.99475,                 0.9908,                0.99491,                0.87774,                0.55563,                0.28701,                0.84912,               0.004159,               0.004159,               0.004159
                     61,                0.64858,                0.33742,                0.85092,                0.99429,                 0.9908,                0.99492,                0.87841,                0.55141,                0.26538,                0.84872,                0.00406,                0.00406,                0.00406
                     62,                0.63309,                0.31949,                0.85342,                0.99387,                0.99434,                0.99493,                0.87836,                0.55287,                0.25653,                0.84846,               0.003961,               0.003961,               0.003961
                     63,                0.64061,                0.31734,                0.85223,                0.99336,                0.99373,                0.99492,                 0.8736,                0.56204,                0.26726,                0.84987,               0.003862,               0.003862,               0.003862
                     64,                0.62415,                0.31373,                0.84906,                0.99327,                0.99438,                0.99494,                0.87487,                0.56144,                0.25811,                0.84982,               0.003763,               0.003763,               0.003763
                     65,                0.62946,                0.31795,                0.85472,                0.99552,                0.99182,                0.99494,                0.87409,                0.55498,                0.26391,                0.84813,               0.003664,               0.003664,               0.003664
                     66,                0.62142,                 0.3134,                0.84406,                 0.9959,                0.99317,                0.99495,                0.87765,                0.54481,                0.25645,                0.84549,               0.003565,               0.003565,               0.003565
                     67,                0.64272,                0.32325,                0.84764,                0.99488,                0.99328,                0.99494,                0.87879,                0.53759,                0.25742,                0.84365,               0.003466,               0.003466,               0.003466
                     68,                0.62905,                0.32371,                0.83809,                0.99335,                0.99341,                0.99492,                0.87247,                0.55625,                0.26598,                0.84751,               0.003367,               0.003367,               0.003367
                     69,                0.61452,                0.31755,                0.84247,                0.99393,                0.99284,                0.99495,                0.87018,                0.56737,                0.26672,                0.84986,               0.003268,               0.003268,               0.003268
                     70,                0.60973,                0.30757,                0.84012,                0.99367,                0.99284,                0.99494,                0.87189,                 0.5682,                0.25703,                0.85021,               0.003169,               0.003169,               0.003169
                     71,                0.60327,                0.30318,                0.83046,                  0.995,                0.99335,                0.99496,                0.87352,                0.56559,                0.25649,                   0.85,                0.00307,                0.00307,                0.00307
                     72,                0.60148,                0.30134,                 0.8406,                0.99271,                 0.9954,                0.99495,                0.87249,                0.57033,                0.25691,                0.85193,               0.002971,               0.002971,               0.002971
                     73,                0.60586,                0.30116,                0.84013,                0.99262,                0.99489,                0.99493,                0.87737,                0.54647,                0.26056,                0.84499,               0.002872,               0.002872,               0.002872
                     74,                0.61889,                0.30831,                0.84281,                0.99393,                0.99182,                0.99492,                0.87492,                0.56216,                0.24971,                0.85003,               0.002773,               0.002773,               0.002773
                     75,                0.61253,                0.30598,                0.83484,                0.99386,                0.99344,                0.99494,                 0.8761,                0.55655,                0.24843,                0.84719,               0.002674,               0.002674,               0.002674
                     76,                0.57968,                0.29326,                0.83159,                0.99382,                0.99438,                0.99493,                0.88212,                0.53786,                0.24644,                0.84308,               0.002575,               0.002575,               0.002575
                     77,                0.60068,                0.30002,                0.83295,                0.99524,                0.99182,                0.99495,                0.87827,                0.55523,                0.24738,                0.84721,               0.002476,               0.002476,               0.002476
                     78,                0.56073,                0.27944,                0.83383,                0.99182,                 0.9954,                0.99495,                0.87864,                0.55421,                0.24733,                0.84667,               0.002377,               0.002377,               0.002377
                     79,                0.58092,                0.28967,                0.83681,                0.99465,                0.99387,                0.99495,                0.87704,                0.55855,                0.24862,                0.84756,               0.002278,               0.002278,               0.002278
                     80,                0.56421,                0.28176,                0.83602,                0.99437,                0.99363,                0.99495,                0.87911,                0.54946,                0.24778,                0.84493,               0.002179,               0.002179,               0.002179
                     81,                0.58395,                0.29999,                0.83701,                0.99465,                0.99489,                0.99496,                 0.8798,                0.54373,                0.25219,                0.84341,                0.00208,                0.00208,                0.00208
                     82,                0.57077,                0.29792,                0.83738,                0.99487,                 0.9954,                0.99496,                0.88148,                0.54188,                0.25488,                0.84286,               0.001981,               0.001981,               0.001981
                     83,                0.56926,                0.29328,                0.83902,                0.99496,                0.99591,                0.99496,                0.88811,                0.52547,                0.24617,                0.83941,               0.001882,               0.001882,               0.001882
                     84,                0.57081,                 0.2979,                0.83228,                0.99488,                0.99438,                0.99496,                0.88785,                0.52514,                0.24389,                 0.8397,               0.001783,               0.001783,               0.001783
                     85,                0.55576,                0.28445,                0.82996,                0.99524,                0.99489,                0.99496,                0.88321,                0.53688,                0.25496,                0.84195,               0.001684,               0.001684,               0.001684
                     86,                0.55141,                0.28516,                0.82858,                0.99488,                0.99331,                0.99494,                 0.8849,                0.53519,                0.25125,                0.84229,               0.001585,               0.001585,               0.001585
                     87,                0.57232,                0.29141,                0.83713,                0.99515,                0.99489,                0.99496,                0.89327,                 0.5149,                0.23387,                0.83765,               0.001486,               0.001486,               0.001486
                     88,                0.57195,                0.28404,                0.83145,                0.99526,                0.99489,                0.99497,                0.89224,                0.51822,                0.23488,                0.83841,               0.001387,               0.001387,               0.001387
                     89,                0.56758,                0.28013,                0.83195,                0.99581,                0.99284,                0.99496,                0.88724,                0.52759,                0.24434,                0.83974,               0.001288,               0.001288,               0.001288
                     90,                0.56116,                0.28115,                0.83175,                0.99709,                0.99182,                0.99496,                0.88611,                0.52917,                0.23535,                0.83978,               0.001189,               0.001189,               0.001189
                     91,                0.56768,                0.27381,                0.84023,                0.99516,                0.99438,                0.99496,                0.88835,                 0.5167,                0.23239,                0.83753,                0.00109,                0.00109,                0.00109
                     92,                 0.5618,                0.27427,                0.83878,                0.99489,                0.99528,                0.99495,                0.88859,                0.51626,                0.23406,                0.83752,               0.000991,               0.000991,               0.000991
                     93,                0.61165,                0.28507,                0.85916,                0.99543,                0.99335,                0.99497,                 0.8887,                0.51421,                0.23182,                0.83693,               0.000892,               0.000892,               0.000892
                     94,                0.57898,                0.27623,                0.85427,                0.99539,                0.99458,                0.99496,                0.88856,                 0.5198,                0.23426,                0.83815,               0.000793,               0.000793,               0.000793
                     95,                0.57522,                0.27803,                0.84552,                0.99446,                0.99489,                0.99496,                0.88919,                0.52088,                0.23413,                0.83833,               0.000694,               0.000694,               0.000694
                     96,                0.54362,                0.26647,                 0.8339,                0.99509,                0.99489,                0.99496,                0.88921,                0.51877,                0.23347,                0.83795,               0.000595,               0.000595,               0.000595
                     97,                0.53924,                0.26269,                0.83351,                0.99536,                0.99489,                0.99496,                0.88947,                0.51861,                0.23251,                0.83781,               0.000496,               0.000496,               0.000496
                     98,                0.56989,                0.28099,                0.85104,                 0.9954,                0.99462,                0.99496,                0.89131,                0.51588,                0.23047,                0.83731,               0.000397,               0.000397,               0.000397
                     99,                0.59857,                  0.317,                0.89166,                 0.9954,                 0.9946,                0.99496,                0.89113,                0.51255,                0.22952,                0.83662,               0.000298,               0.000298,               0.000298
                    100,                0.53935,                0.26287,                0.83405,                0.99539,                0.99458,                0.99497,                0.89084,                0.51165,                0.22922,                0.83623,               0.000199,               0.000199,               0.000199
