                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     57,                0.76716,                 0.3695,                0.80399,                0.99419,                0.99233,                0.99495,                0.82579,                 0.7144,                0.34546,                0.80933,               0.004456,               0.004456,               0.004456
                     58,                0.76856,                0.36692,                0.80482,                0.99554,                0.99335,                0.99496,                 0.8295,                0.72438,                 0.3602,                0.80979,               0.004357,               0.004357,               0.004357
                     59,                0.74603,                0.36956,                0.80438,                0.99641,                0.99294,                0.99498,                0.84086,                0.70922,                0.36322,                0.80724,               0.004258,               0.004258,               0.004258
                     60,                0.75139,                0.36674,                0.80717,                 0.9958,                0.99387,                0.99497,                0.85607,                0.61856,                0.32962,                0.80146,               0.004159,               0.004159,               0.004159
                     61,                0.74463,                0.35915,                0.80772,                0.99535,                0.99387,                0.99497,                0.85656,                0.62284,                0.32547,                0.80132,                0.00406,                0.00406,                0.00406
                     62,                0.72118,                 0.3522,                0.80606,                 0.9966,                0.99182,                0.99497,                0.85831,                0.61717,                0.31972,                0.80114,               0.003961,               0.003961,               0.003961
                     63,                 0.7136,                0.34909,                0.79964,                 0.9965,                0.99182,                0.99498,                0.84127,                0.66574,                0.33095,                0.80683,               0.003862,               0.003862,               0.003862
                     64,                0.71635,                0.35484,                0.80694,                0.99642,                0.99131,                0.99497,                0.85051,                0.63864,                0.31945,                0.80391,               0.003763,               0.003763,               0.003763
                     65,                0.74803,                0.35671,                0.80179,                0.99388,                0.99561,                0.99497,                0.83899,                0.68074,                0.33424,                0.80664,               0.003664,               0.003664,               0.003664
                     66,                0.74591,                0.35934,                0.79965,                0.99521,                0.99438,                0.99496,                0.84328,                0.67831,                0.33471,                0.80524,               0.003565,               0.003565,               0.003565
                     67,                0.73699,                0.35684,                0.80533,                 0.9959,                0.99343,                0.99497,                0.84333,                0.67213,                0.33309,                0.80562,               0.003466,               0.003466,               0.003466
                     68,                0.70652,                0.34876,                0.80332,                0.99633,                0.99284,                0.99498,                0.85394,                0.62499,                0.31636,                0.80258,               0.003367,               0.003367,               0.003367
                     69,                0.69888,                0.34356,                0.79857,                0.99667,                0.99284,                0.99498,                0.85781,                0.60022,                0.31912,                0.80065,               0.003268,               0.003268,               0.003268
                     70,                 0.7322,                0.35205,                0.80189,                0.99549,                0.99284,                0.99497,                0.84937,                0.63244,                0.32045,                0.80427,               0.003169,               0.003169,               0.003169
                     71,                0.69244,                0.34404,                0.80217,                0.99438,                0.99421,                0.99496,                0.84617,                0.64479,                0.32628,                0.80425,                0.00307,                0.00307,                0.00307
