                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     33,                 1.9413,                 1.1467,                 1.4523,                0.81694,                0.81033,                0.87875,                0.49729,                 1.5874,                 1.0209,                 1.3377,               0.006832,               0.006832,               0.006832
                     34,                  1.831,                 1.1208,                 1.4764,                0.92735,                0.90052,                0.95703,                0.53781,                  1.643,                0.95372,                 1.3435,               0.006733,               0.006733,               0.006733
                     35,                 1.9452,                 1.1584,                 1.4313,                 0.8751,                0.84816,                0.91594,                 0.5037,                 1.5721,                 1.0306,                 1.3403,               0.006634,               0.006634,               0.006634
                     36,                 1.7988,                 1.0969,                 1.4567,                0.92969,                 0.9058,                0.96046,                0.57128,                 1.5753,                0.93398,                 1.3448,               0.006535,               0.006535,               0.006535
                     37,                 1.7747,                 1.0833,                 1.4254,                0.95378,                0.93507,                0.97468,                0.62924,                 1.4147,                0.94189,                 1.2731,               0.006436,               0.006436,               0.006436
                     38,                 1.6981,                 1.0009,                 1.3635,                0.93444,                0.90951,                0.96276,                0.57107,                 1.4958,                0.91387,                 1.3113,               0.006337,               0.006337,               0.006337
                     39,                 1.7628,                 1.0455,                 1.4172,                0.94622,                0.92536,                0.96932,                0.57469,                   1.47,                0.88952,                  1.296,               0.006238,               0.006238,               0.006238
                     40,                 1.6594,                0.97974,                 1.3634,                0.96372,                0.93149,                0.97662,                0.61215,                 1.4162,                0.85147,                 1.2696,               0.006139,               0.006139,               0.006139
                     41,                 1.6594,                0.94819,                 1.3185,                0.41275,                0.46217,                0.40475,                0.12347,                 2.4092,                 2.1506,                 1.8201,                0.00604,                0.00604,                0.00604
                     42,                 1.6228,                0.94699,                 1.3566,                0.96432,                0.93763,                0.97898,                0.59592,                 1.4305,                0.85944,                 1.2656,               0.005941,               0.005941,               0.005941
                     43,                 1.5498,                  0.918,                 1.3087,                0.96764,                0.94771,                0.98159,                0.65707,                 1.2556,                0.84065,                 1.1839,               0.005842,               0.005842,               0.005842
                     44,                 1.5048,                 0.8807,                 1.2786,                0.97733,                0.94794,                0.98476,                0.64509,                  1.313,                0.79678,                 1.1906,               0.005743,               0.005743,               0.005743
                     45,                 1.5978,                0.90758,                 1.2994,                0.95858,                0.94661,                0.97813,                0.56996,                 1.4809,                0.84627,                 1.2612,               0.005644,               0.005644,               0.005644
                     46,                 1.4651,                0.84458,                 1.2303,                0.96944,                0.95697,                0.98293,                0.66376,                 1.2844,                0.75037,                 1.1744,               0.005545,               0.005545,               0.005545
                     47,                 1.5143,                0.87049,                 1.2766,                0.97369,                0.96217,                0.98757,                0.68749,                 1.1547,                0.73074,                 1.1263,               0.005446,               0.005446,               0.005446
                     48,                  1.496,                0.82957,                 1.2114,                0.97187,                0.95245,                0.98385,                0.68651,                 1.1874,                0.73051,                 1.1452,               0.005347,               0.005347,               0.005347
                     49,                  1.422,                  0.791,                 1.1919,                0.96355,                0.94172,                0.98008,                0.65411,                 1.2429,                  0.785,                 1.1613,               0.005248,               0.005248,               0.005248
                     50,                 1.4428,                0.82497,                  1.203,                0.94388,                0.86846,                0.94436,                0.55597,                 1.4848,                0.89018,                 1.2628,               0.005149,               0.005149,               0.005149
                     51,                 1.3403,                0.81553,                  1.231,                0.97398,                0.95654,                 0.9839,                0.68993,                 1.1982,                0.74652,                 1.1385,                0.00505,                0.00505,                0.00505
                     52,                 1.3892,                0.78854,                 1.2018,                0.97614,                0.96233,                0.98482,                0.71119,                 1.1053,                0.70877,                 1.0985,               0.004951,               0.004951,               0.004951
                     53,                 1.2664,                0.76089,                  1.174,                0.96423,                0.93725,                0.98077,                0.65822,                 1.1898,                0.75155,                 1.1364,               0.004852,               0.004852,               0.004852
                     54,                 1.3861,                0.81682,                 1.2046,                  0.283,                0.43405,                0.36589,                0.11791,                 2.8318,                 2.2063,                 1.9348,               0.004753,               0.004753,               0.004753
                     55,                 1.3159,                0.76314,                 1.1714,                0.92399,                 0.8701,                0.93873,                0.51007,                 1.6146,                0.89282,                 1.2893,               0.004654,               0.004654,               0.004654
                     56,                 1.3036,                0.76449,                 1.1673,                0.97545,                0.94734,                0.98389,                0.73968,                 1.0474,                0.66524,                 1.0843,               0.004555,               0.004555,               0.004555
                     57,                 1.2838,                0.73452,                 1.1185,                0.97569,                0.96268,                0.98794,                0.69713,                 1.1383,                0.66652,                 1.0975,               0.004456,               0.004456,               0.004456
                     58,                 1.2211,                0.84263,                  1.168,                0.97542,                0.95336,                0.98536,                0.75202,                 1.0057,                0.63232,                 1.0622,               0.004357,               0.004357,               0.004357
                     59,                 1.1523,                0.70447,                 1.1084,                 0.9724,                0.95859,                  0.986,                0.69615,                 1.1413,                0.68418,                 1.0972,               0.004258,               0.004258,               0.004258
                     60,                 1.2176,                0.76801,                 1.1611,                0.98026,                0.96472,                0.98768,                0.71849,                 1.0654,                 0.6582,                 1.0735,               0.004159,               0.004159,               0.004159
                     61,                 1.2066,                0.71826,                 1.1191,                0.97833,                0.96166,                 0.9882,                0.75088,                0.98681,                 0.6364,                 1.0414,                0.00406,                0.00406,                0.00406
                     62,                 1.2476,                0.73144,                 1.1267,                0.96756,                0.94547,                 0.9835,                0.68728,                 1.1663,                0.69931,                 1.1077,               0.003961,               0.003961,               0.003961
                     63,                 1.1968,                0.70285,                 1.0852,                0.96839,                0.93712,                0.97782,                0.68362,                 1.1488,                0.70326,                 1.1048,               0.003862,               0.003862,               0.003862
                     64,                 1.1838,                0.70072,                 1.1083,                0.98234,                0.96696,                0.98755,                0.72668,                 1.0699,                0.61124,                 1.0593,               0.003763,               0.003763,               0.003763
                     65,                 1.2243,                0.70866,                 1.1067,                 0.9827,                0.96115,                0.98696,                0.76151,                 0.9599,                 0.5908,                 1.0259,               0.003664,               0.003664,               0.003664
                     66,                 1.1261,                0.66251,                  1.076,                0.98431,                0.96421,                0.98814,                0.73488,                0.99816,                0.59979,                 1.0392,               0.003565,               0.003565,               0.003565
                     67,                 1.1686,                0.68195,                 1.0607,                0.94372,                0.87883,                0.95543,                0.66001,                 1.2259,                0.75442,                 1.1668,               0.003466,               0.003466,               0.003466
                     68,                 1.1461,                0.68282,                 1.0817,                0.96908,                0.94544,                0.98226,                0.72869,                 1.0439,                 0.6347,                 1.0524,               0.003367,               0.003367,               0.003367
                     69,                 1.1002,                0.66172,                 1.0779,                0.97849,                0.96524,                0.98834,                0.75725,                0.93611,                0.58617,                 1.0181,               0.003268,               0.003268,               0.003268
                     70,                 1.1065,                0.66625,                 1.0597,                0.98082,                0.96268,                0.98903,                0.76789,                0.92919,                0.57933,                 1.0143,               0.003169,               0.003169,               0.003169
                     71,                 1.0523,                0.62319,                 1.0364,                 0.9729,                 0.9545,                 0.9864,                0.75121,                0.96594,                0.62467,                 1.0386,                0.00307,                0.00307,                0.00307
                     72,                 1.1278,                0.67373,                 1.0695,                0.98276,                0.96151,                0.98877,                0.76138,                0.93725,                0.57689,                 1.0129,               0.002971,               0.002971,               0.002971
                     73,                 1.0261,                0.63114,                 1.0516,                0.98485,                0.96728,                0.99057,                0.77049,                0.90365,                0.55952,                0.99808,               0.002872,               0.002872,               0.002872
                     74,                 1.1066,                0.63946,                 1.0322,                0.98131,                 0.9664,                0.98935,                0.76872,                0.91395,                0.55711,                 1.0021,               0.002773,               0.002773,               0.002773
                     75,                 1.0342,                0.61849,                 1.0323,                0.98705,                0.96524,                0.98912,                0.77472,                0.89208,                0.55906,                0.99874,               0.002674,               0.002674,               0.002674
                     76,                 1.0939,                0.64016,                 1.0416,                0.98445,                0.96728,                0.99127,                0.77744,                0.89487,                0.55105,                0.99739,               0.002575,               0.002575,               0.002575
                     77,                 1.0215,                0.61213,                 1.0428,                 0.9865,                0.96677,                0.99075,                   0.77,                0.90818,                0.55256,                 1.0047,               0.002476,               0.002476,               0.002476
                     78,                 1.0502,                 0.6238,                 1.0475,                0.97643,                0.95314,                0.98729,                0.75669,                0.93918,                0.58651,                 1.0212,               0.002377,               0.002377,               0.002377
                     79,                 1.0397,                0.63081,                  1.033,                0.98138,                 0.9701,                0.99071,                0.78806,                0.85519,                0.53356,                0.98605,               0.002278,               0.002278,               0.002278
                     80,                 1.0576,                0.62406,                 1.0285,                0.98847,                0.96677,                0.99083,                0.78986,                0.85647,                0.52898,                0.98503,               0.002179,               0.002179,               0.002179
                     81,                 1.0254,                0.61333,                 1.0398,                0.97906,                0.97597,                0.99187,                0.78195,                 0.8781,                0.52898,                0.98941,                0.00208,                0.00208,                0.00208
                     82,                 0.9541,                 0.5862,                 1.0129,                0.98579,                0.96524,                0.99158,                0.77711,                0.89464,                0.52745,                 0.9949,               0.001981,               0.001981,               0.001981
                     83,                0.98152,                 0.5985,                 1.0167,                0.98198,                0.97499,                0.99219,                0.78927,                0.85356,                0.51559,                0.98136,               0.001882,               0.001882,               0.001882
                     84,                  1.003,                0.58471,                0.98317,                0.98695,                0.96661,                0.99133,                0.79681,                0.83462,                0.51269,                0.97686,               0.001783,               0.001783,               0.001783
                     85,                 1.0113,                  0.631,                 1.0375,                0.98407,                0.96728,                0.98958,                0.78727,                0.86045,                0.53057,                0.98509,               0.001684,               0.001684,               0.001684
                     86,                0.98232,                0.60311,                 1.0494,                0.97583,                0.95245,                0.98698,                0.75867,                0.94849,                0.56261,                 1.0161,               0.001585,               0.001585,               0.001585
                     87,                0.97279,                0.59667,                  1.023,                0.98655,                0.97481,                0.99174,                0.79631,                 0.8307,                0.50937,                0.97431,               0.001486,               0.001486,               0.001486
                     88,                0.95974,                0.58738,                 1.0182,                0.98201,                 0.9766,                0.99233,                0.78901,                0.85651,                0.51249,                0.98122,               0.001387,               0.001387,               0.001387
                     89,                   1.04,                0.62979,                 1.0201,                 0.9837,                 0.9729,                0.99246,                0.79159,                0.84221,                0.51276,                0.97727,               0.001288,               0.001288,               0.001288
                     90,                  1.004,                0.59588,                  1.023,                0.97951,                0.97393,                0.99177,                0.79499,                0.84212,                0.51643,                 0.9747,               0.001189,               0.001189,               0.001189
                     91,                 1.0085,                0.68104,                 1.0369,                0.97835,                0.97546,                0.99168,                0.79918,                0.82749,                0.51855,                0.96579,                0.00109,                0.00109,                0.00109
                     92,                0.93716,                0.59615,                0.99328,                0.98501,                0.97137,                0.99205,                0.79148,                0.84611,                0.52535,                0.96818,               0.000991,               0.000991,               0.000991
                     93,                 1.0477,                0.76627,                 1.0591,                0.98746,                0.97035,                0.99197,                0.78728,                0.86244,                0.52974,                 0.9724,               0.000892,               0.000892,               0.000892
                     94,                0.96062,                0.60507,                 1.0233,                0.98351,                0.97086,                 0.9914,                0.79272,                0.85303,                 0.5255,                 0.9662,               0.000793,               0.000793,               0.000793
                     95,                0.99084,                0.61351,                 1.0048,                0.98265,                0.97699,                0.99259,                0.79246,                0.84796,                0.51505,                 0.9645,               0.000694,               0.000694,               0.000694
                     96,                0.92514,                0.58029,                0.99807,                  0.985,                0.97354,                0.99184,                0.79191,                0.84701,                0.51848,                0.96509,               0.000595,               0.000595,               0.000595
                     97,                0.96236,                 0.6062,                 1.0191,                0.98002,                0.97393,                0.99089,                0.78846,                 0.8525,                0.52207,                0.96773,               0.000496,               0.000496,               0.000496
                     98,                0.95951,                0.60601,                  1.014,                0.98307,                0.97393,                0.99112,                0.79473,                0.83058,                0.51311,                0.96157,               0.000397,               0.000397,               0.000397
                     99,                0.93179,                0.59303,                 1.0179,                0.98597,                0.97188,                0.99204,                 0.7963,                0.82482,                0.51219,                0.95897,               0.000298,               0.000298,               0.000298
                    100,                0.90684,                0.57578,                 1.0076,                  0.985,                0.97328,                0.99269,                0.79517,                0.82872,                0.51384,                0.96033,               0.000199,               0.000199,               0.000199
