                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                0.82529,                0.43077,                0.83577,                0.99481,                0.98926,                0.99491,                0.80683,                0.79965,                0.43094,                0.82833,               0.006436,               0.006436,               0.006436
                     38,                0.94777,                0.46053,                0.82865,                0.99442,                0.98926,                0.99494,                0.78715,                0.83103,                0.40817,                0.83623,               0.006337,               0.006337,               0.006337
                     39,                0.82808,                0.42275,                 0.8276,                0.99507,                0.98978,                0.99494,                0.80032,                0.79828,                0.40904,                0.82951,               0.006238,               0.006238,               0.006238
                     40,                0.87625,                0.42817,                0.82519,                0.99589,                0.99128,                0.99495,                0.76362,                0.93452,                0.43002,                0.84062,               0.006139,               0.006139,               0.006139
                     41,                0.86326,                0.42032,                0.82549,                0.99537,                 0.9888,                0.99489,                0.81352,                0.74226,                0.38683,                0.82612,                0.00604,                0.00604,                0.00604
                     42,                0.82711,                0.41408,                0.82337,                0.99588,                0.98841,                0.99493,                0.77566,                 0.9127,                 0.4291,                0.83669,               0.005941,               0.005941,               0.005941
                     43,                0.87313,                0.41921,                0.82578,                0.99435,                0.98944,                0.99492,                0.79492,                0.84792,                0.42682,                0.82952,               0.005842,               0.005842,               0.005842
                     44,                0.85312,                0.41939,                0.81556,                0.99656,                0.98926,                0.99492,                0.81976,                0.70876,                  0.388,                0.81698,               0.005743,               0.005743,               0.005743
                     45,                0.84449,                0.41844,                0.82117,                0.99381,                0.98978,                 0.9949,                0.78463,                0.87317,                0.41959,                0.83047,               0.005644,               0.005644,               0.005644
                     46,                0.82075,                0.41205,                0.81371,                0.99438,                0.98875,                 0.9949,                0.83104,                0.69267,                0.38659,                0.81672,               0.005545,               0.005545,               0.005545
                     47,                0.82181,                0.41926,                0.81799,                0.99137,                0.98978,                0.99488,                0.78702,                0.90756,                0.44363,                0.83498,               0.005446,               0.005446,               0.005446
                     48,                0.79634,                0.41337,                0.81728,                0.99577,                0.99029,                0.99494,                0.83743,                 0.6787,                0.37739,                0.81446,               0.005347,               0.005347,               0.005347
                     49,                0.82934,                0.41648,                0.81829,                0.99333,                0.99011,                0.99491,                0.77465,                0.91241,                0.43876,                0.83535,               0.005248,               0.005248,               0.005248
